6 0.002
18 0.006
20 0.008
40 0.013
57 0.06
90 0.07
93 0.08
102 0.06
108 0.07
116 0.06
127 0.15
133 0.13


6 2.86
20 8.19
28 13.63
40 76.28
90 127.04
93 136.84
102 41.02
124 83.87
127 43.78
133 46.07
135 93.95
133 0.12
127 0.05
127 0.05
135 0.06
133 0.08
